"Product";"Price";"Quantity";"Date"
"Table";"1.404,69";4;"2018-09-05"
"Teddybear";"3.499,06";3;"2018-05-24"
"Table";"11,39";1;"2018-12-17"
"Teddybear";"2.536,51";1;"2018-02-22"
"Teddybear";"2.709,23";2;"2018-11-06"
"Table";"797,46";1;"2018-01-05"
"Teddybear";"3.000,19";1;"2018-07-31"
"Table";"2.327,93";3;"2018-03-31"
"Table";"621,70";1;"2018-11-07"
"Chair";"905,21";1;"2018-10-17"
"Chair";"1.775,50";3;"2018-06-20"
"Teddybear";"3.441,18";5;"2018-02-15"
"Lamp";"1.942,50";4;"2018-11-21"
"Lamp";"922,34";1;"2018-01-07"
"Lamp";"1.184,64";3;"2018-04-30"
"Teddybear";"3.236,84";5;"2018-03-09"
"Teddybear";"2.395,43";5;"2018-04-05"
"Chair";"451,69";4;"2018-09-28"
"Chair";"2.299,16";4;"2018-06-23"
"Lamp";"1.005,73";1;"2018-08-05"
"Teddybear";"275,99";3;"2018-11-22"
"Lamp";"2.164,39";2;"2018-10-03"
"Chair";"3.248,87";3;"2018-04-28"
"Lamp";"2.584,33";4;"2018-08-23"
"Table";"1.789,35";1;"2018-08-22"
"Lamp";"983,45";1;"2018-02-26"
"Chair";"626,67";3;"2018-02-19"
"Chair";"80,86";2;"2018-07-30"
"Chair";"3.878,29";4;"2018-01-17"
"Teddybear";"121,89";3;"2018-11-14"
"Lamp";"479,11";1;"2018-08-29"
"Teddybear";"2.132,57";1;"2018-04-23"
"Lamp";"2.895,76";4;"2018-08-28"
"Teddybear";"3.754,89";1;"2018-11-26"
"Teddybear";"881,32";4;"2018-05-28"
"Chair";"2.895,65";3;"2018-11-24"
"Teddybear";"1.879,18";5;"2018-11-30"
"Chair";"1.903,62";2;"2018-11-19"
"Chair";"49,95";1;"2018-01-11"
"Table";"3.869,60";4;"2018-01-09"
"Table";"3.819,20";2;"2018-05-13"
"Teddybear";"954,04";3;"2018-10-29"
"Chair";"1.147,27";3;"2018-08-24"
"Chair";"1.372,59";5;"2018-08-07"
"Teddybear";"3.476,30";4;"2018-05-08"
"Lamp";"53,24";3;"2018-04-14"
"Teddybear";"2.711,97";2;"2018-10-23"
"Teddybear";"117,36";1;"2018-09-26"
"Chair";"1.632,10";3;"2018-10-01"
"Chair";"906,21";3;"2018-10-26"
"Chair";"987,36";1;"2018-02-01"
"Table";"395,57";3;"2018-08-04"
"Chair";"1.979,11";2;"2018-08-05"
"Chair";"1.924,40";3;"2018-02-02"
"Chair";"152,52";1;"2018-04-03"
"Chair";"3.663,28";3;"2018-07-06"
"Table";"2.468,42";4;"2018-08-22"
"Teddybear";"3.451,08";5;"2018-11-28"
"Lamp";"112,66";5;"2018-09-25"
"Table";"859,99";1;"2018-03-08"
"Table";"1.446,45";4;"2018-03-02"
"Table";"2.704,26";4;"2018-04-02"
"Teddybear";"766,76";4;"2018-04-30"
"Chair";"2.538,28";2;"2018-01-06"
"Chair";"2.934,31";1;"2018-12-24"
"Lamp";"2.728,89";4;"2018-04-03"
"Chair";"3.008,67";4;"2018-10-24"
"Teddybear";"2.502,37";1;"2018-11-20"
"Chair";"173,88";4;"2018-03-26"
"Lamp";"1.802,52";1;"2018-04-20"
"Lamp";"1.962,36";2;"2018-01-04"
"Table";"2.797,20";5;"2018-03-07"
"Teddybear";"1.304,04";5;"2018-12-18"
"Table";"3.394,47";5;"2018-02-04"
"Table";"3.646,36";3;"2018-07-05"
"Teddybear";"1.956,10";1;"2018-05-13"
"Table";"3.704,53";5;"2018-11-11"
"Table";"1.257,74";1;"2018-02-04"
"Teddybear";"1.814,95";1;"2018-06-30"
"Table";"3.823,33";4;"2018-01-19"
"Table";"1.655,60";5;"2018-12-26"
"Lamp";"2.597,08";2;"2018-04-21"
"Table";"662,57";2;"2018-04-28"
"Lamp";"651,72";5;"2018-05-30"
"Lamp";"1.207,47";5;"2018-08-06"
"Teddybear";"2.954,70";1;"2018-07-22"
"Teddybear";"3.983,71";2;"2018-03-02"
"Lamp";"3.560,00";5;"2018-10-23"
"Table";"3.890,05";2;"2018-08-23"
"Lamp";"329,37";4;"2018-09-11"
"Table";"1.360,28";5;"2018-01-12"
"Teddybear";"1.966,23";4;"2018-09-29"
"Lamp";"1.030,52";1;"2018-03-16"
"Chair";"3.685,04";3;"2018-04-22"
"Teddybear";"3.222,52";1;"2018-10-04"
"Lamp";"3.310,59";1;"2018-01-19"
"Teddybear";"907,99";1;"2018-03-25"
"Lamp";"1.137,43";1;"2018-02-14"
"Table";"177,53";1;"2018-06-15"
"Table";"1.606,93";4;"2018-11-09"
"Lamp";"749,23";3;"2018-03-21"
"Lamp";"2.984,24";1;"2018-09-09"
"Table";"3.681,25";5;"2018-12-14"
"Table";"109,53";1;"2018-09-19"
"Chair";"396,07";4;"2018-08-18"
"Chair";"3.372,19";1;"2018-08-25"
"Lamp";"356,31";4;"2018-06-25"
"Teddybear";"2.712,27";1;"2018-01-27"
"Table";"3.976,88";3;"2018-02-27"
"Lamp";"3.922,44";3;"2018-05-12"
"Chair";"1.315,93";5;"2018-02-12"
"Chair";"84,57";4;"2018-11-14"
"Teddybear";"1.053,69";2;"2018-02-05"
"Teddybear";"2.894,75";3;"2018-07-18"
"Table";"2.807,52";4;"2018-11-03"
"Lamp";"992,66";4;"2018-09-15"
"Chair";"3.279,68";5;"2018-04-05"
"Teddybear";"2.821,40";5;"2018-08-18"
"Table";"3.562,20";4;"2018-10-18"
"Chair";"1.378,91";2;"2018-10-09"
"Chair";"964,15";3;"2018-09-15"
"Chair";"1.438,25";2;"2018-06-16"
"Table";"640,53";5;"2018-11-08"
"Chair";"418,85";3;"2018-10-13"
"Lamp";"3.146,06";3;"2018-06-17"
"Table";"318,98";4;"2018-07-21"
"Lamp";"1.946,43";1;"2018-10-18"
"Chair";"583,31";1;"2018-07-10"
"Teddybear";"2.432,22";3;"2018-10-18"
"Teddybear";"2.625,98";1;"2018-05-13"
"Chair";"2.101,05";1;"2018-06-02"
"Teddybear";"2.384,05";2;"2018-07-08"
"Table";"2.831,86";5;"2018-03-31"
"Chair";"1.632,83";1;"2018-10-15"
"Chair";"2.460,48";2;"2018-12-19"
"Table";"2.183,93";5;"2018-09-16"
"Table";"3.199,23";1;"2018-06-08"
"Chair";"2.969,25";2;"2018-03-10"
"Lamp";"1.145,55";3;"2018-07-28"
"Table";"3.263,86";2;"2018-09-05"
"Table";"3.385,26";3;"2018-03-20"
"Lamp";"1.435,68";4;"2018-12-22"
"Teddybear";"1.467,01";5;"2018-11-07"
"Table";"2.488,48";2;"2018-08-30"
"Lamp";"3.609,45";1;"2018-01-18"
"Chair";"3.123,53";5;"2018-02-21"
"Table";"1.426,08";3;"2018-01-28"
"Teddybear";"3.080,06";4;"2018-05-16"
"Table";"1.449,76";4;"2018-08-13"
"Teddybear";"1.040,91";5;"2018-06-08"
"Chair";"3.707,32";3;"2018-04-16"
"Lamp";"1.339,63";4;"2018-10-15"
"Lamp";"2.294,39";3;"2018-01-03"
"Table";"1.513,66";2;"2018-03-15"
"Teddybear";"1.215,81";5;"2018-06-27"
"Teddybear";"2.218,38";3;"2018-01-06"
"Lamp";"2.387,86";3;"2018-03-28"
"Table";"2.585,66";5;"2018-08-25"
"Table";"3.232,48";1;"2018-07-06"
"Chair";"3.090,50";3;"2018-10-30"
"Chair";"3.066,14";4;"2018-07-17"
"Table";"1.843,97";1;"2018-10-25"
"Table";"307,71";4;"2018-07-09"
"Table";"3.024,99";1;"2018-03-21"
"Teddybear";"1.115,88";4;"2018-02-02"
"Teddybear";"2.045,95";5;"2018-01-07"
"Chair";"1.823,62";2;"2018-05-28"
"Lamp";"3.129,47";3;"2018-04-18"
"Teddybear";"3.019,46";1;"2018-09-04"
"Chair";"17,54";3;"2018-03-19"
"Table";"1.208,29";1;"2018-11-25"
"Chair";"1.299,34";3;"2018-01-29"
"Teddybear";"3.830,77";3;"2018-02-05"
"Chair";"933,46";3;"2018-06-22"
"Lamp";"405,78";2;"2018-06-15"
"Lamp";"1.277,47";4;"2018-09-28"
"Table";"3.253,83";3;"2018-03-02"
"Chair";"3.371,10";2;"2018-06-25"
"Lamp";"1.417,51";2;"2018-04-10"
"Teddybear";"413,99";3;"2018-06-11"
"Chair";"3.007,22";5;"2018-12-25"
"Chair";"1.415,04";2;"2018-12-09"
"Chair";"3.341,66";5;"2018-11-28"
"Table";"185,14";1;"2018-05-08"
"Lamp";"2.805,41";5;"2018-05-10"
"Teddybear";"1.574,95";5;"2018-03-30"
"Table";"3.978,51";4;"2018-02-09"
"Chair";"338,56";3;"2018-03-04"
"Chair";"977,57";1;"2018-02-01"
"Table";"532,82";4;"2018-07-27"
"Table";"2.784,74";2;"2018-12-29"
"Chair";"1.339,34";2;"2018-11-14"
"Chair";"3.110,64";4;"2018-05-26"
"Lamp";"1.375,33";1;"2018-08-17"
"Teddybear";"2.706,88";5;"2018-09-11"
"Chair";"521,33";5;"2018-10-24"
"Teddybear";"3.396,99";5;"2018-06-13"
"Chair";"1.275,35";2;"2018-05-04"
"Chair";"430,25";4;"2018-09-16"
"Chair";"520,96";1;"2018-01-18"
"Lamp";"2.215,49";1;"2018-02-26"
"Lamp";"2.379,62";4;"2018-02-27"
"Table";"399,53";4;"2018-12-12"
"Chair";"543,84";1;"2018-05-09"
"Lamp";"2.239,62";2;"2018-02-27"
"Lamp";"2.521,21";1;"2018-09-10"
"Chair";"2.582,55";4;"2018-04-07"
"Chair";"2.248,07";4;"2018-09-15"
"Chair";"3.071,59";5;"2018-04-08"
"Lamp";"3.607,34";5;"2018-05-05"
"Table";"3.243,53";4;"2018-11-01"
"Chair";"3.449,76";3;"2018-05-09"
"Chair";"196,43";3;"2018-10-07"
"Chair";"360,58";3;"2018-06-04"
"Chair";"430,91";1;"2018-11-27"
"Teddybear";"2.681,70";3;"2018-10-04"
"Lamp";"3.307,92";4;"2018-11-29"
"Teddybear";"3.777,65";2;"2018-06-20"
"Lamp";"608,00";5;"2018-10-12"
"Table";"3.542,81";4;"2018-12-02"
"Chair";"1.656,13";5;"2018-09-16"
"Chair";"1.663,14";3;"2018-08-28"
"Lamp";"2.082,60";3;"2018-01-06"
"Chair";"1.631,85";3;"2018-12-28"
"Teddybear";"429,58";1;"2018-03-25"
"Lamp";"3.084,28";2;"2018-03-01"
"Teddybear";"3.283,85";3;"2018-02-11"
"Table";"2.723,21";5;"2018-10-03"
"Chair";"3.899,59";5;"2018-07-27"
"Lamp";"1.029,34";4;"2018-09-02"
"Teddybear";"2.491,59";1;"2018-01-08"
"Table";"3.822,81";4;"2018-04-18"
"Teddybear";"3.922,04";5;"2018-05-24"
"Teddybear";"1.947,75";1;"2018-04-19"
"Teddybear";"197,09";5;"2018-12-19"
"Table";"2.349,88";1;"2018-03-11"
"Lamp";"861,86";4;"2018-09-30"
"Lamp";"2.796,25";2;"2018-11-08"
"Table";"1.624,35";3;"2018-06-29"
"Teddybear";"1.641,96";5;"2018-12-15"
"Teddybear";"1.503,61";5;"2018-09-10"
"Teddybear";"317,42";3;"2018-11-04"
"Table";"2.166,31";4;"2018-11-23"
"Chair";"3.164,94";2;"2018-09-27"
"Teddybear";"2.938,24";1;"2018-11-17"
"Table";"2.663,38";3;"2018-11-01"
"Chair";"2.349,37";3;"2018-12-13"
"Lamp";"223,40";5;"2018-12-01"
"Lamp";"1.233,54";5;"2018-08-22"
"Chair";"711,91";2;"2018-05-20"
"Chair";"3.878,76";3;"2018-09-28"
"Table";"1.721,73";2;"2018-12-24"
"Chair";"554,44";1;"2018-08-12"
"Teddybear";"182,28";4;"2018-12-19"
"Table";"3.795,10";3;"2018-06-23"
"Table";"2.294,02";1;"2018-06-09"
"Table";"1.628,42";2;"2018-10-01"
"Lamp";"2.738,81";4;"2018-03-16"
"Teddybear";"2.709,54";3;"2018-07-04"
"Table";"1.885,15";4;"2018-03-19"
"Table";"2.748,16";2;"2018-03-02"
"Table";"2.408,47";2;"2018-04-06"
"Chair";"2.435,31";1;"2018-05-22"
"Table";"292,45";5;"2018-05-25"
"Lamp";"1.523,76";2;"2018-08-13"
"Table";"2.651,91";2;"2018-10-16"
"Teddybear";"102,04";1;"2018-10-28"
"Lamp";"2.152,40";4;"2018-08-25"
"Table";"3.851,93";4;"2018-02-18"
"Table";"114,45";4;"2018-05-08"
"Table";"3.860,53";2;"2018-02-27"
"Teddybear";"1.735,67";5;"2018-01-25"
"Teddybear";"2.271,06";5;"2018-04-10"
"Chair";"2.311,43";5;"2018-04-19"
"Lamp";"2.015,10";4;"2018-06-17"
"Chair";"204,76";5;"2018-03-24"
"Chair";"661,61";2;"2018-08-24"
"Table";"592,67";2;"2018-03-07"
"Chair";"2.853,31";1;"2018-02-08"
"Lamp";"2.890,34";5;"2018-08-12"
"Table";"610,35";1;"2018-08-15"
"Lamp";"3.315,19";5;"2018-12-12"
"Chair";"3.513,43";1;"2018-06-09"
"Teddybear";"751,09";5;"2018-11-20"
"Table";"3.957,92";2;"2018-09-07"
"Chair";"289,87";3;"2018-08-20"
"Teddybear";"1.530,51";3;"2018-07-16"
"Table";"1.604,88";3;"2018-04-30"
"Teddybear";"1.823,14";3;"2018-06-22"
"Lamp";"2.176,64";3;"2018-05-07"
"Table";"1.480,84";5;"2018-10-10"
"Chair";"2.335,57";3;"2018-10-17"
"Lamp";"3.400,69";2;"2018-07-05"
"Teddybear";"1.255,02";3;"2018-05-02"
"Table";"3.218,67";3;"2018-08-14"
"Chair";"3.826,04";1;"2018-07-05"
"Teddybear";"445,98";5;"2018-05-27"
"Teddybear";"3.648,24";3;"2018-12-14"
"Teddybear";"1.373,91";1;"2018-11-08"
"Teddybear";"952,34";4;"2018-08-23"
"Chair";"2.957,60";1;"2018-01-17"
"Chair";"117,81";5;"2018-03-10"
"Table";"3.343,70";3;"2018-12-21"
"Teddybear";"3.684,64";2;"2018-02-06"
"Chair";"2.759,79";1;"2018-01-11"
"Lamp";"3.384,01";2;"2018-08-14"
"Lamp";"2.555,56";3;"2018-06-08"
"Table";"2.482,68";3;"2018-07-31"
"Table";"2.208,83";5;"2018-09-02"
"Chair";"874,20";3;"2018-06-07"
"Lamp";"1.892,75";4;"2018-06-28"
"Lamp";"2.691,34";3;"2018-10-28"
"Chair";"3.151,68";3;"2018-07-18"
"Chair";"516,40";5;"2018-11-04"
"Lamp";"3.518,28";5;"2018-02-28"
"Table";"1.515,76";1;"2018-07-07"
"Teddybear";"2.823,18";1;"2018-08-16"
"Lamp";"3.783,81";2;"2018-05-20"
"Teddybear";"3.475,94";4;"2018-10-19"
"Table";"386,43";3;"2018-03-24"
"Table";"1.222,70";4;"2018-02-25"
"Table";"243,43";3;"2018-07-03"
"Lamp";"1.131,51";1;"2018-06-03"
"Chair";"1.252,94";5;"2018-12-18"
"Chair";"2.916,03";5;"2018-12-03"
"Teddybear";"3.248,12";5;"2018-12-22"
"Chair";"3.870,21";2;"2018-09-15"
"Chair";"389,45";1;"2018-03-07"
"Teddybear";"2.650,72";2;"2018-02-28"
"Chair";"1.827,24";3;"2018-11-20"
"Teddybear";"1.798,88";1;"2018-01-20"
"Teddybear";"3.417,58";5;"2018-11-17"
"Chair";"2.551,49";5;"2018-03-26"
"Table";"3.124,15";2;"2018-02-13"
"Lamp";"279,86";5;"2018-10-21"
"Lamp";"287,37";3;"2018-07-24"
"Teddybear";"1.897,55";3;"2018-05-20"
"Lamp";"1.847,59";1;"2018-04-03"
"Lamp";"1.892,66";5;"2018-07-19"
"Teddybear";"3.070,22";4;"2018-12-30"
"Lamp";"290,68";3;"2018-08-03"
"Table";"239,51";1;"2018-07-29"
"Teddybear";"3.721,10";1;"2018-12-14"
"Lamp";"382,26";4;"2018-12-04"
"Teddybear";"1.072,26";3;"2018-12-03"
"Teddybear";"3.692,03";3;"2018-08-14"
"Chair";"2.552,13";4;"2018-08-04"
"Chair";"906,84";3;"2018-10-11"
"Chair";"2.436,87";4;"2018-10-12"
"Table";"3.497,81";1;"2018-01-12"
"Teddybear";"3.297,91";2;"2018-03-15"
"Lamp";"2.628,42";4;"2018-10-09"
"Lamp";"133,68";2;"2018-06-27"
"Lamp";"1.666,46";3;"2018-12-29"
"Chair";"3.575,88";1;"2018-01-26"
"Table";"1.685,33";3;"2018-12-25"
"Table";"1.407,10";5;"2018-01-13"
"Chair";"383,15";4;"2018-11-23"
"Teddybear";"4,77";5;"2018-10-06"
"Lamp";"2.708,77";3;"2018-01-07"
"Table";"471,21";5;"2018-04-14"
"Chair";"1.455,92";4;"2018-03-25"
"Chair";"484,35";3;"2018-12-19"
"Chair";"2.973,11";1;"2018-11-06"
"Teddybear";"819,43";5;"2018-04-11"
"Table";"747,05";5;"2018-10-03"
"Table";"2.513,16";5;"2018-02-17"
"Table";"1.516,45";5;"2018-01-12"
"Lamp";"760,43";5;"2018-04-23"
"Table";"632,73";3;"2018-12-16"
"Lamp";"3.170,57";1;"2018-02-17"
"Table";"498,53";4;"2018-12-12"
"Chair";"1.019,71";5;"2018-04-09"
"Table";"2.592,01";4;"2018-03-06"
"Lamp";"1.786,33";4;"2018-08-22"
"Teddybear";"2.846,11";4;"2018-10-23"
"Teddybear";"1.741,71";2;"2018-02-16"
"Chair";"828,69";2;"2018-04-26"
"Chair";"2.141,04";1;"2018-04-04"
"Chair";"3.609,58";3;"2018-06-10"
"Teddybear";"1.615,01";2;"2018-02-21"
"Chair";"867,69";5;"2018-12-21"
"Chair";"2.902,37";3;"2018-12-19"
"Lamp";"3.430,95";1;"2018-06-08"
"Chair";"1.401,14";3;"2018-08-29"
"Teddybear";"952,60";2;"2018-01-21"
"Chair";"671,71";3;"2018-05-29"
"Teddybear";"1.738,01";3;"2018-09-04"
"Chair";"462,24";4;"2018-11-21"
"Chair";"3.478,02";4;"2018-02-14"
"Lamp";"3.402,19";3;"2018-12-18"
"Lamp";"3.567,00";4;"2018-06-01"
"Teddybear";"1.019,62";3;"2018-11-28"
"Lamp";"2.319,47";1;"2018-08-08"
"Chair";"3.690,57";4;"2018-02-03"
"Lamp";"2.162,41";2;"2018-03-31"
"Chair";"972,92";5;"2018-06-11"
"Lamp";"58,64";4;"2018-12-01"
"Lamp";"1.240,03";5;"2018-01-29"
"Chair";"1.520,16";4;"2018-03-21"
"Lamp";"2.681,24";5;"2018-10-23"
"Lamp";"3.038,56";4;"2018-06-03"
"Chair";"2.036,40";5;"2018-08-09"
"Teddybear";"3.502,84";3;"2018-12-21"
"Chair";"3.193,42";5;"2018-02-15"
"Table";"3.126,38";1;"2018-03-24"
"Teddybear";"586,03";2;"2018-12-29"
"Table";"2.407,25";5;"2018-02-20"
"Chair";"3.110,24";4;"2018-05-30"
"Lamp";"2.445,93";5;"2018-05-15"
"Lamp";"3.136,52";4;"2018-06-24"
"Teddybear";"656,16";4;"2018-11-08"
"Teddybear";"463,87";3;"2018-09-21"
"Lamp";"3.986,66";5;"2018-03-27"
"Teddybear";"2.934,66";3;"2018-11-07"
"Table";"1.918,75";3;"2018-11-08"
"Table";"320,17";3;"2018-10-03"
"Teddybear";"2.343,08";5;"2018-03-24"
"Table";"3.136,53";5;"2018-02-07"
"Table";"1.833,63";1;"2018-11-20"
"Lamp";"2.058,19";5;"2018-09-06"
"Table";"2.137,33";2;"2018-06-02"
"Lamp";"2.189,50";3;"2018-11-28"
"Table";"3.034,00";3;"2018-06-11"
"Lamp";"3.861,42";1;"2018-04-15"
"Table";"692,05";1;"2018-01-22"
"Teddybear";"2.380,74";1;"2018-10-11"
"Lamp";"2.659,22";4;"2018-12-09"
"Chair";"2.569,61";2;"2018-05-08"
"Teddybear";"612,13";1;"2018-03-25"
"Chair";"1.306,70";4;"2018-06-13"
"Teddybear";"1.364,84";2;"2018-04-22"
"Lamp";"3.324,74";1;"2018-06-22"
"Lamp";"2.841,08";3;"2018-09-04"
"Chair";"3.475,56";3;"2018-11-07"
"Chair";"2.583,53";5;"2018-05-13"
"Table";"65,40";2;"2018-09-19"
"Teddybear";"926,79";1;"2018-01-13"
"Table";"3.457,63";5;"2018-08-22"
"Lamp";"282,66";1;"2018-09-24"
"Chair";"63,19";2;"2018-12-25"
"Chair";"3.471,59";5;"2018-07-06"
"Table";"2.111,09";1;"2018-10-22"
"Teddybear";"677,65";4;"2018-06-01"
"Lamp";"3.134,05";3;"2018-08-22"
"Teddybear";"1.039,45";5;"2018-08-16"
"Teddybear";"2.774,44";2;"2018-02-08"
"Lamp";"2.358,18";1;"2018-02-19"
"Chair";"1.907,47";2;"2018-11-05"
"Table";"2.728,02";1;"2018-01-07"
"Chair";"3.231,50";3;"2018-09-09"
"Table";"3.800,22";2;"2018-09-18"
"Table";"1.948,00";4;"2018-11-14"
"Teddybear";"338,29";2;"2018-09-06"
"Chair";"1.673,80";1;"2018-07-11"
"Table";"3.039,17";5;"2018-03-20"
"Table";"97,38";2;"2018-10-18"
"Teddybear";"251,81";1;"2018-01-28"
"Teddybear";"3.380,26";3;"2018-11-27"
"Teddybear";"1.045,51";4;"2018-09-03"
"Lamp";"1.877,88";1;"2018-03-19"
"Table";"1.885,00";2;"2018-07-27"
"Table";"1.865,73";5;"2018-04-17"
"Lamp";"1.945,23";4;"2018-02-04"
"Chair";"2.632,36";1;"2018-12-05"
"Chair";"695,09";1;"2018-12-25"
"Teddybear";"734,02";4;"2018-06-29"
"Teddybear";"1.487,17";4;"2018-03-30"
"Teddybear";"394,39";4;"2018-11-12"
"Teddybear";"3.609,99";5;"2018-10-02"
"Chair";"275,50";4;"2018-12-03"
"Lamp";"3.863,67";2;"2018-09-12"
"Table";"2.637,62";5;"2018-06-15"
"Table";"1.168,79";1;"2018-08-16"
"Table";"1.630,90";3;"2018-01-22"
"Teddybear";"1.461,52";2;"2018-04-07"
"Table";"750,13";2;"2018-07-24"
"Table";"3.362,55";1;"2018-11-27"
"Teddybear";"756,50";5;"2018-09-02"
"Lamp";"2.019,91";5;"2018-11-16"
"Table";"1.448,19";1;"2018-05-09"
"Teddybear";"2.032,84";5;"2018-05-18"
"Chair";"784,16";3;"2018-11-28"
"Teddybear";"886,86";2;"2018-03-21"
"Chair";"3.515,02";3;"2018-07-17"
"Chair";"82,78";3;"2018-02-04"
"Lamp";"2.865,83";5;"2018-03-08"
"Chair";"2.228,20";2;"2018-09-05"
"Teddybear";"1.127,00";4;"2018-11-03"
"Teddybear";"2.790,02";1;"2018-01-14"
"Teddybear";"2.493,58";5;"2018-11-21"
"Chair";"2.342,75";2;"2018-12-04"
"Lamp";"328,66";5;"2018-10-09"
"Teddybear";"3.504,96";1;"2018-11-04"
"Teddybear";"1.428,27";4;"2018-08-18"
"Lamp";"2.911,74";1;"2018-03-17"
"Table";"3.175,00";5;"2018-02-26"
"Lamp";"1.603,13";2;"2018-01-07"
"Teddybear";"3.338,72";4;"2018-09-08"
"Lamp";"201,13";4;"2018-03-13"
"Teddybear";"1.536,91";4;"2018-02-05"
"Chair";"3.418,62";5;"2018-12-18"
"Chair";"836,26";3;"2018-04-05"
"Lamp";"1.816,02";4;"2018-10-24"
"Teddybear";"277,30";5;"2018-05-21"
"Chair";"2.437,98";3;"2018-10-19"
"Table";"2.749,51";4;"2018-10-21"
"Teddybear";"2.456,65";4;"2018-11-19"
"Chair";"3.710,61";3;"2018-11-20"
"Chair";"3.784,80";4;"2018-01-07"
"Chair";"1.096,18";3;"2018-03-27"
"Teddybear";"139,47";2;"2018-04-06"
"Teddybear";"742,59";4;"2018-08-08"
"Lamp";"2.048,45";2;"2018-04-14"
"Lamp";"2.581,79";4;"2018-10-31"
"Lamp";"814,06";2;"2018-06-13"
"Teddybear";"104,18";1;"2018-12-18"
"Table";"3.653,36";3;"2018-11-08"
"Lamp";"2.914,95";5;"2018-07-19"
"Chair";"1.554,07";2;"2018-03-08"
"Chair";"224,90";1;"2018-09-12"
"Chair";"477,11";5;"2018-03-27"
"Lamp";"1.916,53";1;"2018-02-01"
"Table";"1.974,05";4;"2018-01-26"
"Chair";"2.496,24";3;"2018-07-11"
"Table";"1.888,96";3;"2018-04-29"
"Teddybear";"3.258,48";3;"2018-08-05"
"Lamp";"316,57";2;"2018-01-09"
"Chair";"2.737,31";2;"2018-03-23"
"Teddybear";"1.772,32";5;"2018-09-24"
"Chair";"1.311,37";4;"2018-05-04"
"Table";"2.653,45";4;"2018-10-20"
"Chair";"2.218,24";4;"2018-09-08"
"Chair";"1.840,95";2;"2018-08-22"
"Teddybear";"854,23";5;"2018-11-26"
"Table";"2.479,20";4;"2018-09-12"
"Teddybear";"3.997,73";1;"2018-07-21"
"Chair";"2.903,07";2;"2018-11-05"
"Lamp";"2.323,16";5;"2018-12-03"
"Lamp";"1.735,21";2;"2018-02-20"
"Table";"159,73";1;"2018-05-09"
"Lamp";"334,55";2;"2018-10-09"
"Table";"3.333,56";2;"2018-04-12"
"Lamp";"1.813,09";2;"2018-08-02"
"Chair";"1.110,00";3;"2018-12-09"
"Lamp";"191,11";1;"2018-01-07"
"Chair";"572,60";2;"2018-07-01"
"Table";"2.175,82";5;"2018-04-21"
"Teddybear";"430,47";5;"2018-09-16"
"Lamp";"281,44";3;"2018-03-12"
"Table";"530,81";1;"2018-12-31"
"Table";"409,83";3;"2018-05-16"
"Chair";"2.953,53";5;"2018-01-18"
"Teddybear";"2.901,59";4;"2018-08-25"
"Lamp";"2.322,84";3;"2018-05-30"
"Teddybear";"3.539,05";5;"2018-01-25"
"Chair";"3.879,73";3;"2018-04-16"
"Chair";"383,29";4;"2018-04-26"
"Lamp";"2.552,77";5;"2018-04-19"
"Teddybear";"2.139,56";4;"2018-11-10"
"Chair";"724,03";2;"2018-11-09"
"Table";"3.165,41";4;"2018-03-06"
"Lamp";"1.723,89";5;"2018-03-22"
"Teddybear";"552,19";5;"2018-12-31"
"Chair";"799,83";4;"2018-09-26"
"Chair";"547,47";2;"2018-11-12"
"Lamp";"1.060,55";2;"2018-10-07"
"Table";"1.469,79";4;"2018-11-22"
"Chair";"3.185,21";2;"2018-12-27"
"Chair";"3.395,98";3;"2018-07-21"
"Chair";"2.947,06";3;"2018-03-17"
"Teddybear";"3.224,06";1;"2018-10-25"
"Table";"804,54";4;"2018-05-08"
"Teddybear";"3.398,83";3;"2018-05-14"
"Table";"2.758,87";5;"2018-04-13"
"Teddybear";"818,79";2;"2018-12-15"
"Chair";"3.770,09";5;"2018-07-24"
"Lamp";"1.680,62";1;"2018-07-30"
"Chair";"1.716,73";1;"2018-08-15"
"Chair";"1.981,39";3;"2018-09-20"
"Teddybear";"886,26";2;"2018-02-03"
"Table";"3.354,00";5;"2018-05-23"
"Lamp";"2.805,74";3;"2018-01-30"
"Teddybear";"1.692,74";4;"2018-03-17"
"Table";"1.822,61";5;"2018-09-23"
"Chair";"3.201,81";1;"2018-02-28"
"Table";"1.706,78";3;"2018-12-28"
"Table";"3.540,74";5;"2018-01-28"
"Table";"3.107,61";2;"2018-05-01"
"Table";"3.316,86";2;"2018-07-14"
"Teddybear";"3.647,55";5;"2018-06-15"
"Chair";"2.853,84";3;"2018-03-31"
"Chair";"3.351,03";4;"2018-07-05"
"Table";"3.160,64";4;"2018-02-12"
"Lamp";"2.570,11";4;"2018-09-11"
"Chair";"3.522,20";3;"2018-05-14"
"Teddybear";"2.868,92";4;"2018-04-20"
"Chair";"3.286,68";1;"2018-09-16"
"Chair";"319,49";3;"2018-09-28"
"Teddybear";"354,08";1;"2018-03-31"
"Teddybear";"478,40";1;"2018-04-01"
"Teddybear";"771,07";1;"2018-05-09"
"Teddybear";"1.452,60";2;"2018-10-26"
"Teddybear";"596,27";3;"2018-05-30"
"Chair";"2.237,57";4;"2018-11-01"
"Lamp";"414,52";3;"2018-06-14"
"Lamp";"1.524,63";1;"2018-02-28"
"Table";"2.036,45";2;"2018-10-13"
"Teddybear";"1.044,18";1;"2018-05-07"
